max_depth,holdout_acc,cv5_mean,cv5_std,leaves
1,0.6666666666666666,0.6666666666666666,0.0,2
2,0.8888888888888888,0.9333333333333332,0.04714045207910316,3
3,0.9777777777777777,0.9733333333333334,0.02494438257849294,5
4,0.8888888888888888,0.9533333333333334,0.03399346342395189,7
5,0.9333333333333333,0.9533333333333334,0.03399346342395189,8
6,0.9333333333333333,0.9533333333333334,0.03399346342395189,8
8,0.9333333333333333,0.9533333333333334,0.03399346342395189,8
10,0.9333333333333333,0.9533333333333334,0.03399346342395189,8
-1,0.9333333333333333,0.9533333333333334,0.03399346342395189,8
