centroid_index,centroid_x,centroid_y,n_assigned,closest_gaussian_mean,distance_to_closest_mean,distance_to_other_mean
0,3.2514128571428573,2.7475270444444453,63,"(3.0, 3.0)",0.35630186362646477,5.668812204097545
1,7.682481621621623,8.78002027027027,37,"(7.0, 7.0)",1.9063717702547756,7.4387007240216
